Employee ID,Gender,Job Level after FY20 promotions,New hire FY20?,FY20 Performance Rating,Promotion in FY21?,In base group for Promotion FY21,Target hire balance,FY20 leaver?,In base group for turnover FY20,Department @01.07.2020,Leaver FY,Job Level after FY21 promotions,Last Department in FY20,FTE group,Time type,Department & JL group PRA status,Department & JL group for PRA,Job Level group PRA status,Job Level group for PRA,Time in Job Level @01.07.2020,Job Level before FY20 promotions,Promotion in FY20?,FY19 Performance Rating,Age group,Age @01.07.2020,Nationality 1,Region group: nationality 1,Broad region group: nationality 1,Last hire date,Years since last hire,Rand
464,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,21,France,Europe,Europe,01-04-2019,1,0.838556124
465,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,#REF!,3 - Senior Manager & Sales & Marketing,#REF!,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2014,6,0.618480132
466,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,80%,Part Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.965458
467,Male,2 - Director,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,1 - Executive,Sales & Marketing,Full Time,Full Time,#REF!,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,5,2 - Director,N,2,40 to 49,48,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.805778652
468,Male,1 - Executive,N,,No,No,0.50,Yes,Y,Strategy,FY20,,Strategy,Full Time,Full Time,,,,,2,1 - Executive,N,3,30 to 39,31,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.434260794
469,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,France,Europe,Europe,01-04-2018,2,0.893266491
470,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,Germany,Europe,Europe,01-04-2017,3,0.091101159
471,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,#REF!,6 - Junior Officer & Internal Services,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,24,France,Europe,Europe,01-04-2018,2,0.945060795
472,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,#REF!,6 - Junior Officer & Internal Services,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.365049235
473,Female,4 - Manager,N,2,Yes,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,3,4 - Manager,N,,40 to 49,49,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.000844181
474,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,#REF!,4 - Manager & Sales & Marketing,#REF!,4 - Manager,3,4 - Manager,N,3,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.477117943
475,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,70%,Part Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,25,France,Europe,Europe,01-04-2017,3,0.377694702
476,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,20,Germany,Europe,Europe,01-04-2017,3,0.979237381
477,Female,2 - Director,N,2,Yes,Yes,0.50,No,Y,Internal Services,,1 - Executive,Internal Services,Full Time,Full Time,#REF!,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,6,2 - Director,N,2,40 to 49,44,Switzerland,Switzerland,Switzerland,01-04-2014,6,0.875706857
478,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,0,,N,,20 to 29,25,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.297788442
479,Male,6 - Junior Officer,N,4,No,No,0.50,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,3,6 - Junior Officer,N,4,50 to 59,53,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.55757624
480,Male,3 - Senior Manager,Y,,No,No,0.50,No,N,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,#REF!,3 - Senior Manager & Sales & Marketing,#REF!,3 - Senior Manager,0,,N,,30 to 39,38,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.83143617
481,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,#REF!,3 - Senior Manager & Internal Services,#REF!,3 - Senior Manager,2,3 - Senior Manager,N,3,30 to 39,37,Italy,Europe,Europe,01-04-2016,4,0.036168154
482,Male,3 - Senior Manager,N,3,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,#REF!,3 - Senior Manager & Operations,#REF!,3 - Senior Manager,3,3 - Senior Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.615010965
483,Female,6 - Junior Officer,N,3,No,No,0.50,Yes,Y,Operations,FY20,,Operations,50%,Part Time,,,,,4,6 - Junior Officer,N,3,30 to 39,36,Italy,Europe,Europe,01-04-2016,4,0.49193465
484,Male,1 - Executive,Y,,No,No,0.50,No,N,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,0,,N,,60 to 69,61,Japan,Asia Pacific,Elsewhere,01-04-2020,0,0.74267982
485,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,1,#REF!,Y,1,30 to 39,34,Germany,Europe,Europe,01-04-2013,7,0.825536197
486,Female,6 - Junior Officer,N,2,No,No,0.50,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,2,6 - Junior Officer,N,3,40 to 49,47,Germany,Europe,Europe,01-04-2018,2,0.429097075
487,Female,4 - Manager,N,3,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,#REF!,4 - Manager & Internal Services,#REF!,4 - Manager,1,#REF!,Y,2,30 to 39,39,Italy,Europe,Europe,01-04-2015,5,0.612524546
488,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.243493621
489,Male,4 - Manager,Y,,No,No,0.50,No,N,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,0,,N,,30 to 39,30,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.24682362
490,Male,3 - Senior Manager,Y,,No,No,0.50,No,N,Finance,,3 - Senior Manager,Finance,Full Time,Full Time,#REF!,3 - Senior Manager & Finance,#REF!,3 - Senior Manager,0,,N,,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.725299726
491,Female,5 - Senior Officer,Y,,No,No,0.50,No,N,Internal Services,,5 - Senior Officer,Internal Services,Full Time,Full Time,#REF!,5 - Senior Officer & Internal Services,#REF!,5 - Senior Officer,0,,N,,30 to 39,33,United Kingdom,Europe,Europe,01-04-2020,0,0.406694089
492,Male,2 - Director,N,1,No,Yes,0.50,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,#REF!,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,3,2 - Director,N,2,40 to 49,42,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.953356777
493,Male,4 - Manager,N,1,Yes,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,#REF!,4 - Manager & Sales & Marketing,#REF!,4 - Manager,2,4 - Manager,N,2,30 to 39,33,France,Europe,Europe,01-04-2016,4,0.900825291
494,Female,6 - Junior Officer,N,4,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,27,Sweden,Europe,Europe,01-04-2017,3,0.566323162
495,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.11390699
496,Male,6 - Junior Officer,N,4,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,25,Germany,Europe,Europe,01-04-2017,3,0.115845669
497,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,90%,Part Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,2,5 - Senior Officer,N,3,30 to 39,32,Austria,Europe,Europe,01-04-2011,9,0.63566235
498,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,21,Canada,Americas,Elsewhere,01-04-2018,2,0.59562524
499,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Finance,,3 - Senior Manager,Finance,Full Time,Full Time,#REF!,3 - Senior Manager & Finance,#REF!,3 - Senior Manager,1,#REF!,Y,1,40 to 49,42,Spain,Europe,Europe,01-04-2016,4,0.507148392
500,Male,4 - Manager,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,#REF!,4 - Manager & Sales & Marketing,#REF!,4 - Manager,9,4 - Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.020244526
